Run, Event, particleType, PT, phi, eta, ecal, hcal
146436, 90626440, 1, -0.83237, -0.230856, 3.5804, 3.68577
146436, 90626440, 1, -0.861764, -0.158585, 1.78081, 1.98961
146436, 90626440, 1, -1.3114, -0.502622, 3.00195, 3.31717
146436, 90626440, 1, -1.51114, -0.747797, -0.779523, 1.86276
146436, 90626440, 1, -2.61449, -1.15748, 7.1421, 7.69444
146436, 90626440, 1, -3.12966, -1.6571, 2.89566, 4.57658
146436, 90626440, 1, -1.54125, -0.827204, 6.75978, 6.98383
146436, 90626440, 1, 0.310157, -0.344932, 0.220501, 0.532237
146436, 90626440, 1, -0.462184, 0.348596, 0.0720961, 0.599843
146436, 90626440, 1, -0.446925, 0.174472, 0.329154, 0.598335
146436, 90626440, 1, 0.463125, -0.168352, 1.24635, 1.34748
146436, 90626440, 1, -0.556107, -0.840647, 4.6349, 4.74528
146436, 90626440, 5, -0.383059, -0.820042, 3.29757, 3.41953
146436, 90626440, 1, -1.1531, -0.875338, 1.53519, 2.11474
146436, 90626440, 1, -0.487987, -0.548252, 0.251378, 0.788278
146436, 90626440, 1, -0.495638, -0.792732, 0.796946, 1.2364
146436, 90626440, 1, -0.571612, -0.354594, 1.10343, 1.29981
146436, 90626440, 1, -0.337282, -0.854271, 0.397919, 1.01062
146436, 90626440, 1, 0.383333, -0.139135, 1.54201, 1.60112
146436, 90626440, 1, 0.415767, -0.455495, 0.413755, 0.755653
146436, 90626440, 1, -0.358856, 0.214846, 0.322174, 0.546088
146436, 90626440, 1, 0.23674, 0.267159, 0.231334, 0.447677
146436, 90626440, 1, 0.315162, 0.0191319, 0.198271, 0.398101
146436, 90626440, 5, -0.317349, 1.87451, 18.2237, 18.3226
146436, 90626440, 1, 0.0160367, 0.704662, 4.74598, 4.80006
146436, 90626440, 5, 0.154659, 0.58159, 5.75189, 5.78329
146436, 90626440, 1, -0.349489, -1.01476, 1.45713, 1.8151
146436, 90626440, 1, -0.17146, -1.80848, -0.0913401, 1.82423
146436, 90626440, 1, -0.165447, -1.05029, -0.454215, 1.16459
146436, 90626440, 1, -0.171232, -1.69395, -0.900293, 1.93101
146436, 90626440, 1, -0.0416412, -1.54792, -0.624606, 1.67553
146436, 90626440, 1, -0.179595, -3.44162, -1.58973, 3.79785
146436, 90626440, 3, -0.313726, -8.06761, -3.03891, 8.62733
146436, 90626440, 1, 0.0178455, -1.20036, -1.3907, 1.84247
146436, 90626440, 1, 0.123846, -1.05938, -0.612181, 1.23769
146436, 90626440, 1, 0.17574, -0.553077, 0.244563, 0.645034
146436, 90626440, 1, 0.298531, -0.512922, -0.10534, 0.618697
146436, 90626440, 1, 0.575816, -0.972232, 1.22468, 1.67216
146436, 90626440, 1, 0.360587, -0.521932, -0.348616, 0.73719
146436, 90626440, 1, 2.6502, -0.435845, 10.8855, 11.2128
146436, 90626440, 1, 0.70059, -0.0795842, 0.396414, 0.820844
146436, 90626440, 1, 0.841242, -0.174568, -0.134404, 0.880741
146436, 90626440, 1, 1.37114, 0.236234, 0.386233, 1.45069
146436, 90626440, 1, 0.608628, 0.147569, -0.867262, 1.07881
146436, 90626440, 1, 1.07403, 0.434314, 0.0322822, 1.16734
146436, 90626440, 1, 1.41116, 0.71321, -0.11802, 1.59168
146436, 90626440, 1, 0.431818, 0.408097, -1.49575, 1.61548
146436, 90626440, 1, 0.613585, 0.764451, -0.911136, 1.34556
146436, 90626440, 1, 1.90418, 2.67808, 1.37138, 3.56345
146436, 90626440, 1, 0.282728, 0.480035, 0.985214, 1.14039
146436, 90626440, 1, 0.00599178, 0.358086, 0.597822, 0.710727
146436, 90626440, 1, 0.330764, 0.291173, 0.156025, 0.487863
146436, 90626440, 5, -0.48189, 0.128648, 4.25729, 4.28641
146436, 90626440, 1, 0.615634, 0.438627, 0.417259, 0.874633
146436, 90626440, 1, -0.214127, 0.425252, 0.625341, 0.798261
146436, 90626440, 1, 0.303653, 0.836807, -0.789599, 1.19808
146436, 90626440, 1, 0.178418, 0.610602, 1.18456, 1.35179
146436, 90626440, 1, 0.0681151, 0.855121, -0.311422, 0.92322
146436, 90626440, 1, -0.219205, 1.65935, 1.76826, 2.4388
146436, 90626440, 4, -0.0716315, 0.104011, 0.143111, 0.190866
146436, 90626440, 1, -0.695409, 1.27356, 3.2181, 3.53287
146436, 90626440, 1, -0.444663, 0.488944, -0.43372, 0.802735
146436, 90626440, 1, -0.554927, 0.391056, -0.408091, 0.804293
146436, 90626440, 1, -0.723239, 0.451655, 0.901306, 1.24856
146436, 90626440, 1, -1.01173, 0.626407, -1.39393, 1.83808
146436, 90626440, 1, -1.26898, 0.0806966, -1.2435, 1.78398
146436, 90626440, 1, -0.724418, -0.469007, 4.82859, 4.90709
146436, 90626440, 1, -0.0587239, -0.714412, 2.89975, 2.9903
146436, 90626440, 1, 0.0642228, -0.688329, 3.13075, 3.2092
146436, 90626440, 1, 0.424275, 0.206851, 1.55704, 1.63299
146436, 90626440, 1, 0.730357, -0.0105075, 4.55259, 4.61292
146436, 90626440, 1, 0.144985, 0.938478, 6.75368, 6.82154
146436, 90626440, 1, -1.18134, 0.955753, 9.24841, 9.37346
146436, 90626440, 1, 0.517134, -0.293912, -0.0266356, 0.611556
146436, 90626440, 1, -0.369245, -0.54122, -3.30522, 3.37242
146436, 90626440, 1, 0.247628, -0.649957, -3.46117, 3.53312
146436, 90626440, 1, -0.663904, -0.52014, -4.66433, 4.74202
146436, 90626440, 1, 0.286863, -0.61075, -3.21147, 3.28456
146436, 90626440, 1, -0.574953, 0.218739, -1.78823, 1.89622
146436, 90626440, 1, 0.966689, -0.478384, -5.05337, 5.16908
146436, 90626440, 1, -0.57513, -0.00606644, 0.242399, 0.639569
146436, 90626440, 1, -0.716114, -0.285759, 1.43675, 1.63652
146436, 90626440, 1, -0.339227, -0.593696, -1.07097, 1.27828
146436, 90626440, 1, 0.0513007, -0.563039, -1.26508, 1.39268
146436, 90626440, 1, -0.332982, 0.1946, 1.0569, 1.1337
146436, 90626440, 1, -0.316485, -0.0754882, 1.54816, 1.58813
146436, 90626440, 1, 0.517971, 0.0752551, 1.0183, 1.15342
146436, 90626440, 5, -0.0251242, -0.721691, 5.80686, 5.85159
146436, 90626440, 1, 1.1765, 0.253537, 0.810882, 1.45789
146436, 90626440, 1, 0.548782, 0.0720417, -0.675116, 0.884089
146436, 90626440, 1, 0.364312, 0.36173, -0.183734, 0.562859
146436, 90626440, 1, 0.1768, 0.403061, -0.321177, 0.562451
146436, 90626440, 5, 0.43309, 0.0609922, -2.81335, 2.84715
146436, 90626440, 1, 0.099264, 0.573001, -1.16899, 1.31309
146436, 90626440, 1, 0.0846647, 0.510075, -0.21905, 0.578626
146436, 90626440, 1, -0.189132, 0.37665, -0.405868, 0.601535
146436, 90626440, 1, -0.541503, 0.28538, 0.0367364, 0.628886
146436, 90626440, 1, -0.525169, 0.00624234, -0.276862, 0.609896
146436, 90626440, 1, -0.0407348, 0.257187, -1.4128, 1.44336
146436, 90626440, 1, 0.42488, 0.383546, -0.68195, 0.901202
146436, 90626440, 5, 0.250278, 0.116827, -2.54703, 2.56196
146436, 90626440, 1, -0.297824, -0.353532, -0.558174, 0.738053
146436, 90626440, 1, 1.08704, -0.278484, -1.71012, 2.05017
146436, 90626440, 1, -1.10524, -0.981126, 9.58487, 9.69914
146436, 90626440, 4, -0.208675, -0.279281, 2.2305, 2.25758
146436, 90626440, 1, 0.306579, -0.261664, -1.19613, 1.2699
146436, 90626440, 1, 0.347384, -0.394221, -1.12084, 1.24574
146436, 90626440, 5, 0.341489, 0.735692, -7.4679, 7.51182
146436, 90626440, 5, -0.295189, 2.39227, -20.7095, 20.8493
146436, 90626440, 5, -0.135659, 0.289569, -2.46636, 2.487
146436, 90626440, 1, 0.586181, -0.0570876, -1.61754, 1.72707
